7.981696, -0.265577, 0.027314, 0.000000
7.982739, -0.264116, 0.026176, 0.000000
7.981681, -0.263040, 0.026108, 0.000000
7.982531, -0.263429, 0.026424, 0.000000
7.983202, -0.265880, 0.027630, 0.000000
7.987566, -0.265851, 0.028376, 0.000000
7.976932, -0.265704, 0.027520, 0.000000
7.977632, -0.267205, 0.027112, 0.000000
7.977845, -0.270629, 0.025831, 0.000000
7.976520, -0.270130, 0.028995, 0.000000
7.977290, -0.268827, 0.026374, 0.000000
7.979014, -0.270275, 0.028289, 0.000000
7.976051, -0.271810, 0.031185, 0.000000
7.975136, -0.268628, 0.028224, 0.000000
7.980909, -0.266835, 0.015964, 0.000000
7.976649, -0.269024, 0.028129, 0.000000
7.977384, -0.266292, 0.026811, 0.000000
7.973853, -0.264753, 0.023987, 0.000000
7.977526, -0.263618, 0.026913, 0.000000
7.979578, -0.264991, 0.025886, 0.000000
7.980956, -0.260607, 0.026607, 0.000000
7.982057, -0.260657, 0.025728, 0.000000
7.978442, -0.264984, 0.026318, 0.000000
7.982740, -0.261931, 0.016196, 0.000000
7.978664, -0.262264, 0.024229, 0.000000
7.983117, -0.257730, 0.023986, 0.000000
7.979143, -0.258558, 0.025858, 0.000000
7.976891, -0.259761, 0.025229, 0.000000
7.976199, -0.261024, 0.026282, 0.000000
7.979853, -0.260066, 0.024865, 0.000000
7.984758, -0.262734, 0.024102, 0.000000
7.979191, -0.264017, 0.029261, 0.000000
7.978178, -0.264079, 0.027027, 0.000000
7.978479, -0.265389, 0.027452, 0.000000
7.977758, -0.266458, 0.028187, 0.000000
7.975328, -0.265048, 0.027949, 0.000000
7.978643, -0.268822, 0.030251, 0.000000
7.976299, -0.267704, 0.026834, 0.000000
7.973159, -0.267008, 0.027693, 0.000000
7.976902, -0.269269, 0.028586, 0.000000
7.976840, -0.268248, 0.028607, 0.000000
7.976444, -0.263962, 0.025084, 0.000000
7.978778, -0.262675, 0.024750, 0.000000
7.972363, -0.261210, 0.025725, 0.000000
7.972483, -0.262691, 0.024442, 0.000000
8.014057, -0.237845, 0.027232, 0.000000
8.028655, -0.225356, 0.024633, 0.000000
8.042155, -0.221205, 0.013998, 0.073953
8.049765, -0.222127, 0.022632, 0.132558
8.066407, -0.220597, 0.025203, 0.480349
8.068933, -0.217210, 0.024117, 0.462674
8.107341, -0.224374, 0.017282, 0.440930
8.127152, -0.228386, 0.020769, 0.420930
8.130198, -0.237447, 0.013890, 0.438256
8.143002, -0.237368, 0.028984, 0.439070
8.148442, -0.241510, 0.015226, 0.446628
8.153073, -0.242465, 0.033611, 0.451744
8.216573, -0.250603, 0.035389, 0.455465
8.240644, -0.260640, 0.039743, 0.459186
8.249216, -0.267058, 0.042852, 0.459535
8.257552, -0.268653, 0.044523, 0.452558
8.266095, -0.270197, 0.047326, 0.455233
8.268377, -0.267063, 0.033388, 0.453721
8.271465, -0.269476, 0.037984, 0.450930
8.326571, -0.267257, 0.039520, 0.454884
8.352500, -0.264398, 0.046021, 0.460698
8.364535, -0.262119, 0.047946, 0.459419
8.374627, -0.260909, 0.053357, 0.457326
8.398980, -0.253569, 0.060333, 0.457674
8.416233, -0.245159, 0.067775, 0.459651
8.452258, -0.237177, 0.121209, 0.454535
8.472070, -0.232590, 0.121054, 0.456279
8.491900, -0.221194, 0.131957, 0.460000
8.522865, -0.211053, 0.173924, 0.458721
8.555811, -0.198894, 0.200418, 0.457907
8.581898, -0.187122, 0.216082, 0.456047
8.585015, -0.180392, 0.258151, 0.457093
8.597430, -0.167527, 0.282124, 0.457209
8.633449, -0.145233, 0.298378, 0.457442
8.647302, -0.130357, 0.318521, 0.457442
8.684139, -0.109014, 0.352829, 0.456395
8.707909, -0.085463, 0.361332, 0.457209
8.729180, -0.059086, 0.375186, 0.462326
8.746082, -0.030461, 0.374042, 0.459651
8.752256, -0.009351, 0.371841, 0.458023
8.761433, 0.003190, 0.368308, 0.459767
8.770800, 0.006204, 0.365093, 0.458837
8.785015, 0.007883, 0.373414, 0.458488
8.799087, 0.013667, 0.375986, 0.456860
8.847474, 0.008593, 0.385391, 0.457674
8.864003, 0.011104, 0.387835, 0.460349
8.868434, 0.014718, 0.392949, 0.458721
8.912178, 0.020820, 0.399323, 0.455465
8.945597, 0.030765, 0.404465, 0.459535
8.977280, 0.042797, 0.398991, 0.457093
8.999462, 0.059596, 0.400340, 0.457326
